price,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,type,vehicle_age,price_tier
36990,2020.0,nissan,good,6 cylinders,gas,4282.0,other,4wd,pickup,3.0,premium
29590,2017.0,ford,good,6 cylinders,gas,70760.0,other,4wd,SUV,6.0,premium
8000,1995.0,other,like new,4 cylinders,gas,24000.0,automatic,4wd,wagon,28.0,budget
12900,2000.0,ford,good,8 cylinders,diesel,171550.0,automatic,4wd,truck,23.0,mid
35590,2018.0,ram,good,6 cylinders,other,22805.0,other,4wd,pickup,5.0,premium
14000,2003.0,honda,good,4 cylinders,gas,128744.0,manual,rwd,convertible,20.0,mid
8995,2011.0,honda,excellent,4 cylinders,hybrid,87517.0,automatic,fwd,hatchback,12.0,budget
10995,2006.0,toyota,excellent,8 cylinders,gas,169203.0,automatic,rwd,SUV,17.0,mid
14995,2013.0,ford,excellent,8 cylinders,gas,103732.0,automatic,rwd,van,10.0,mid
9000,2010.0,other,excellent,6 cylinders,gas,115000.0,manual,4wd,sedan,13.0,budget
11500,2009.0,other,excellent,8 cylinders,gas,118555.0,automatic,rwd,sedan,14.0,mid
6490,2013.0,dodge,good,6 cylinders,gas,203433.0,automatic,fwd,van,10.0,budget
9950,1996.0,other,excellent,8 cylinders,gas,103620.0,automatic,rwd,wagon,27.0,budget
25990,2011.0,ford,good,8 cylinders,gas,24122.0,other,rwd,other,12.0,premium
6750,2003.0,chevrolet,good,8 cylinders,gas,243537.0,automatic,4wd,SUV,20.0,budget
3450,2004.0,gmc,fair,8 cylinders,gas,175859.0,automatic,rwd,SUV,19.0,budget
8900,2003.0,chevrolet,good,8 cylinders,gas,199235.0,automatic,4wd,truck,20.0,budget
31990,2013.0,toyota,good,8 cylinders,gas,55068.0,other,4wd,pickup,10.0,premium
32990,2011.0,bmw,good,,other,45858.0,other,rwd,other,12.0,premium
7200,2009.0,toyota,excellent,4 cylinders,gas,177000.0,automatic,fwd,sedan,14.0,budget
27590,2017.0,chevrolet,good,6 cylinders,gas,35943.0,other,4wd,pickup,6.0,premium
6490,2010.0,hyundai,excellent,4 cylinders,gas,106752.0,manual,fwd,sedan,13.0,budget
38990,2017.0,jeep,good,6 cylinders,gas,20676.0,other,4wd,other,6.0,premium
6490,2010.0,hyundai,excellent,4 cylinders,gas,106752.0,manual,fwd,sedan,13.0,budget
7990,2011.0,toyota,excellent,6 cylinders,gas,183549.0,automatic,fwd,SUV,12.0,budget
6490,2007.0,other,excellent,4 cylinders,hybrid,98001.0,automatic,fwd,SUV,16.0,budget
7495,2005.0,chevrolet,excellent,6 cylinders,gas,129250.0,automatic,4wd,SUV,18.0,budget
38590,2011.0,chevrolet,good,8 cylinders,gas,30237.0,other,rwd,other,12.0,premium
32590,2014.0,chevrolet,good,,other,98015.0,other,4wd,pickup,9.0,premium
3500,2006.0,other,excellent,8 cylinders,gas,140000.0,automatic,rwd,sedan,17.0,budget
7500,2004.0,other,good,8 cylinders,gas,128000.0,automatic,4wd,SUV,19.0,budget
8100,2014.0,chevrolet,excellent,4 cylinders,gas,210155.0,automatic,fwd,sedan,9.0,budget
2595,2003.0,ford,excellent,8 cylinders,gas,149055.0,automatic,4wd,pickup,20.0,budget
25590,2017.0,other,good,,other,66632.0,other,rwd,sedan,6.0,premium
23590,2018.0,other,good,,other,48933.0,other,4wd,other,5.0,premium
35800,2019.0,gmc,like new,8 cylinders,gas,101928.0,automatic,4wd,truck,4.0,premium
32590,2013.0,other,good,8 cylinders,gas,30384.0,other,rwd,sedan,10.0,premium
37400,2015.0,ram,like new,6 cylinders,diesel,163868.0,automatic,4wd,truck,8.0,premium
39800,2016.0,ford,like new,8 cylinders,diesel,134166.0,automatic,4wd,truck,7.0,premium
21800,2016.0,ford,like new,6 cylinders,gas,100000.0,automatic,rwd,van,7.0,mid
1600,2003.0,gmc,like new,6 cylinders,gas,350962.0,automatic,rwd,other,20.0,budget
6500,2004.0,bmw,good,6 cylinders,gas,95000.0,automatic,rwd,convertible,19.0,budget
4900,2004.0,other,good,6 cylinders,gas,117674.0,automatic,fwd,sedan,19.0,budget
26590,2014.0,other,good,6 cylinders,gas,45318.0,other,rwd,sedan,9.0,premium
22990,2017.0,other,good,,gas,43317.0,other,rwd,sedan,6.0,mid
7450,2008.0,bmw,excellent,6 cylinders,gas,177700.0,automatic,4wd,sedan,15.0,budget
21990,2018.0,hyundai,good,,other,14945.0,other,fwd,sedan,5.0,mid
24990,2017.0,other,good,,diesel,21200.0,other,rwd,sedan,6.0,premium
16990,2018.0,hyundai,good,,gas,31871.0,other,fwd,sedan,5.0,mid
10990,2005.0,chevrolet,excellent,8 cylinders,gas,149007.0,automatic,4wd,truck,18.0,mid
17990,2018.0,hyundai,good,,gas,25065.0,other,fwd,sedan,5.0,mid
5995,2006.0,jeep,excellent,8 cylinders,gas,191042.0,automatic,4wd,SUV,17.0,budget
5850,2009.0,other,good,4 cylinders,gas,181800.0,automatic,4wd,hatchback,14.0,budget
5000,2006.0,other,excellent,6 cylinders,gas,169000.0,automatic,rwd,sedan,17.0,budget
16500,2008.0,chevrolet,excellent,8 cylinders,gas,90000.0,automatic,4wd,SUV,15.0,mid
27590,2018.0,other,good,,other,32088.0,other,fwd,SUV,5.0,premium
6000,1997.0,other,good,6 cylinders,gas,256000.0,automatic,fwd,sedan,26.0,budget
33590,2019.0,other,good,,other,10951.0,other,fwd,hatchback,4.0,premium
27590,2018.0,other,good,6 cylinders,gas,48039.0,other,fwd,other,5.0,premium
33990,2020.0,other,good,,gas,9711.0,other,rwd,sedan,3.0,premium
15995,2013.0,bmw,excellent,6 cylinders,gas,46000.0,automatic,rwd,coupe,10.0,mid
3900,1999.0,toyota,good,4 cylinders,gas,128000.0,automatic,fwd,sedan,24.0,budget
31590,2019.0,other,good,,other,12102.0,other,fwd,hatchback,4.0,premium
6300,2006.0,toyota,like new,6 cylinders,gas,198000.0,automatic,fwd,sedan,17.0,budget
6400,2005.0,other,good,6 cylinders,gas,176000.0,automatic,fwd,sedan,18.0,budget
6999,2007.0,other,excellent,6 cylinders,gas,162741.0,manual,rwd,sedan,16.0,budget
42590,2017.0,other,good,6 cylinders,gas,62776.0,other,4wd,SUV,6.0,premium
37400,2015.0,ram,like new,6 cylinders,diesel,163868.0,automatic,4wd,truck,8.0,premium
29590,2018.0,other,good,,gas,13035.0,other,fwd,sedan,5.0,premium
38590,2020.0,other,good,6 cylinders,gas,1772.0,other,fwd,sedan,3.0,premium
4500,2004.0,chevrolet,excellent,6 cylinders,gas,179000.0,automatic,4wd,SUV,19.0,budget
39800,2016.0,ford,like new,8 cylinders,diesel,134166.0,automatic,4wd,truck,7.0,premium
21800,2016.0,ford,like new,6 cylinders,gas,100000.0,automatic,rwd,van,7.0,mid
25590,2016.0,bmw,good,,gas,70486.0,other,rwd,sedan,7.0,premium
4750,2003.0,other,good,6 cylinders,gas,153137.0,automatic,fwd,sedan,20.0,budget
6995,2013.0,dodge,excellent,6 cylinders,gas,138698.0,automatic,fwd,sedan,10.0,budget
7990,2010.0,toyota,excellent,4 cylinders,gas,93787.0,automatic,fwd,sedan,13.0,budget
9995,2006.0,ford,excellent,8 cylinders,gas,194667.0,automatic,4wd,truck,17.0,budget
11900,2009.0,chevrolet,excellent,8 cylinders,gas,202292.0,automatic,4wd,truck,14.0,mid
11900,2011.0,other,excellent,6 cylinders,gas,79930.0,automatic,rwd,sedan,12.0,mid
13500,2010.0,chevrolet,excellent,8 cylinders,gas,202156.0,automatic,4wd,truck,13.0,mid
7000,2000.0,toyota,excellent,4 cylinders,gas,190000.0,automatic,fwd,hatchback,23.0,budget
32200,2000.0,other,,8 cylinders,gas,138000.0,automatic,4wd,SUV,23.0,premium
21990,2016.0,other,good,,other,41251.0,other,rwd,convertible,7.0,mid
40990,2019.0,chevrolet,good,8 cylinders,gas,14139.0,other,rwd,coupe,4.0,premium
49590,2020.0,ford,good,,other,6033.0,other,4wd,pickup,3.0,premium
28590,2017.0,jeep,good,6 cylinders,gas,37218.0,other,4wd,other,6.0,premium
36590,2019.0,gmc,good,8 cylinders,gas,14222.0,other,4wd,pickup,4.0,premium
4000,2013.0,toyota,,4 cylinders,gas,90000.0,automatic,fwd,hatchback,10.0,budget
35590,2011.0,dodge,good,8 cylinders,gas,16796.0,other,rwd,coupe,12.0,premium
29590,2014.0,ram,good,6 cylinders,diesel,73040.0,other,4wd,pickup,9.0,premium
5000,2007.0,other,good,4 cylinders,gas,161000.0,manual,fwd,hatchback,16.0,budget
23998,2019.0,ford,,6 cylinders,gas,24635.0,automatic,rwd,truck,4.0,premium
6490,2013.0,dodge,excellent,6 cylinders,gas,203433.0,automatic,fwd,van,10.0,budget
7995,2013.0,toyota,excellent,4 cylinders,gas,141830.0,automatic,fwd,sedan,10.0,budget
34990,2014.0,chevrolet,good,8 cylinders,gas,35090.0,other,4wd,pickup,9.0,premium
31506,2016.0,chevrolet,,8 cylinders,gas,81755.0,automatic,rwd,truck,7.0,premium
1600,2003.0,gmc,like new,6 cylinders,gas,350962.0,automatic,rwd,other,20.0,budget
8000,2007.0,other,excellent,8 cylinders,gas,79000.0,automatic,rwd,sedan,16.0,budget
13990,2011.0,volkswagen,good,,diesel,93883.0,automatic,fwd,wagon,12.0,mid
35990,2018.0,ford,good,6 cylinders,gas,24379.0,other,4wd,pickup,5.0,premium
6000,2015.0,nissan,excellent,4 cylinders,gas,94900.0,automatic,fwd,hatchback,8.0,budget
26900,2009.0,ford,excellent,8 cylinders,diesel,156178.0,automatic,4wd,truck,14.0,premium
26890,2014.0,toyota,excellent,8 cylinders,gas,156650.0,automatic,4wd,truck,9.0,premium
33590,2020.0,chevrolet,good,6 cylinders,other,15591.0,other,4wd,pickup,3.0,premium
37500,2019.0,ford,excellent,8 cylinders,gas,25000.0,automatic,rwd,coupe,4.0,premium
9999,2015.0,ford,excellent,4 cylinders,gas,145661.0,automatic,fwd,sedan,8.0,budget
10999,2010.0,other,excellent,6 cylinders,gas,119968.0,automatic,fwd,sedan,13.0,mid
69850,2017.0,chevrolet,,,gas,2813.0,automatic,rwd,convertible,6.0,premium
19500,2002.0,chevrolet,like new,8 cylinders,gas,24000.0,automatic,rwd,convertible,21.0,mid
5999,2001.0,toyota,excellent,6 cylinders,gas,316000.0,automatic,rwd,pickup,22.0,budget
35800,2019.0,gmc,like new,8 cylinders,gas,101928.0,automatic,4wd,truck,4.0,premium
13000,2005.0,ford,excellent,8 cylinders,diesel,188000.0,automatic,rwd,SUV,18.0,mid
29000,2015.0,toyota,like new,6 cylinders,gas,91100.0,automatic,4wd,SUV,8.0,premium
1000,2006.0,ford,good,8 cylinders,gas,10000.0,automatic,rwd,pickup,17.0,budget
17400,1999.0,toyota,,6 cylinders,gas,160000.0,other,4wd,pickup,24.0,mid
22900,2000.0,other,,8 cylinders,gas,202000.0,automatic,4wd,SUV,23.0,mid
13900,2004.0,ford,excellent,8 cylinders,diesel,174000.0,automatic,4wd,SUV,19.0,mid
8990,2005.0,other,like new,8 cylinders,gas,120000.0,automatic,4wd,SUV,18.0,budget
11900,2008.0,chevrolet,good,8 cylinders,gas,150000.0,automatic,4wd,SUV,15.0,mid
44590,2018.0,gmc,good,,other,15649.0,other,4wd,pickup,5.0,premium
22000,2018.0,toyota,like new,6 cylinders,gas,14000.0,automatic,fwd,mini-van,5.0,mid
36990,2015.0,gmc,good,8 cylinders,gas,56070.0,other,4wd,pickup,8.0,premium
4450,1997.0,ram,good,8 cylinders,gas,180008.0,automatic,rwd,van,26.0,budget
34590,2015.0,gmc,good,8 cylinders,gas,35556.0,automatic,4wd,pickup,8.0,premium
8995,2010.0,honda,excellent,4 cylinders,gas,82198.0,automatic,fwd,hatchback,13.0,budget
8995,2011.0,honda,excellent,4 cylinders,gas,103514.0,automatic,fwd,hatchback,12.0,budget
6995,2006.0,toyota,excellent,4 cylinders,gas,147848.0,automatic,fwd,hatchback,17.0,budget
3999,2008.0,toyota,fair,4 cylinders,gas,193500.0,automatic,fwd,sedan,15.0,budget
3000,2007.0,toyota,fair,6 cylinders,gas,200000.0,automatic,fwd,sedan,16.0,budget
1600,2003.0,gmc,like new,6 cylinders,gas,350962.0,automatic,rwd,other,20.0,budget
38990,2016.0,other,good,4 cylinders,diesel,33474.0,automatic,rwd,truck,7.0,premium
49990,2015.0,ford,good,10 cylinders,gas,41631.0,automatic,4wd,truck,8.0,premium
29990,2003.0,ford,good,8 cylinders,diesel,54703.0,manual,4wd,truck,20.0,premium
24990,2008.0,ford,good,8 cylinders,gas,139567.0,automatic,rwd,truck,15.0,premium
21990,2018.0,nissan,good,6 cylinders,gas,25500.0,automatic,fwd,sedan,5.0,mid
24990,2014.0,other,good,4 cylinders,diesel,117851.0,automatic,rwd,truck,9.0,premium
47990,2014.0,ford,good,8 cylinders,diesel,39253.0,automatic,4wd,truck,9.0,premium
26990,2016.0,ford,good,10 cylinders,gas,105070.0,automatic,rwd,truck,7.0,premium
49990,2013.0,ford,good,8 cylinders,diesel,98689.0,automatic,4wd,truck,10.0,premium
34990,2017.0,ram,good,8 cylinders,gas,135740.0,automatic,4wd,truck,6.0,premium
8990,2013.0,chevrolet,good,4 cylinders,gas,127100.0,automatic,fwd,wagon,10.0,budget
10990,2009.0,other,good,6 cylinders,gas,102078.0,automatic,fwd,sedan,14.0,mid
28990,2008.0,ford,good,8 cylinders,gas,118078.0,automatic,rwd,truck,15.0,premium
22990,2016.0,ford,good,8 cylinders,gas,181410.0,automatic,rwd,truck,7.0,mid
42990,2017.0,ford,good,10 cylinders,gas,68655.0,automatic,rwd,truck,6.0,premium
36490,2018.0,ford,good,10 cylinders,gas,16535.0,automatic,rwd,truck,5.0,premium
9990,1991.0,honda,good,3 cylinders,gas,38700.0,other,4wd,truck,32.0,budget
38990,2013.0,chevrolet,good,8 cylinders,gas,134000.0,automatic,rwd,truck,10.0,premium
29990,2007.0,ford,good,8 cylinders,diesel,124669.0,automatic,rwd,truck,16.0,premium
36990,2017.0,other,good,4 cylinders,diesel,45925.0,automatic,rwd,truck,6.0,premium
23990,2007.0,chevrolet,good,8 cylinders,gas,32853.0,automatic,rwd,truck,16.0,premium
34990,2001.0,ford,good,8 cylinders,diesel,70200.0,automatic,4wd,truck,22.0,premium
31990,2013.0,ford,good,8 cylinders,gas,101335.0,automatic,4wd,truck,10.0,premium
18990,2010.0,ford,good,8 cylinders,gas,32988.0,automatic,rwd,van,13.0,mid
26990,2016.0,ford,good,8 cylinders,diesel,201035.0,automatic,rwd,truck,7.0,premium
51990,2013.0,ram,good,,diesel,129633.0,other,rwd,truck,10.0,premium
14950,2010.0,honda,,6 cylinders,gas,113000.0,automatic,fwd,pickup,13.0,mid
11450,2011.0,honda,,4 cylinders,gas,149000.0,automatic,fwd,coupe,12.0,mid
14950,2008.0,ford,,8 cylinders,gas,120000.0,automatic,rwd,SUV,15.0,mid
13450,2011.0,dodge,,6 cylinders,gas,93000.0,automatic,rwd,SUV,12.0,mid
18990,2018.0,other,good,,gas,29520.0,automatic,fwd,SUV,5.0,mid
57590,2018.0,other,good,8 cylinders,gas,28453.0,other,4wd,SUV,5.0,premium
24590,2018.0,other,good,,other,16923.0,manual,rwd,sedan,5.0,premium
6500,2000.0,chevrolet,good,8 cylinders,gas,141750.0,automatic,rwd,pickup,23.0,budget
25590,2018.0,other,good,,other,25384.0,other,4wd,other,5.0,premium
39990,2020.0,other,good,6 cylinders,gas,8820.0,other,rwd,sedan,3.0,premium
26995,2016.0,toyota,,6 cylinders,gas,106000.0,automatic,rwd,pickup,7.0,premium
22900,2003.0,chevrolet,excellent,8 cylinders,gas,108198.0,automatic,4wd,truck,20.0,mid
48800,2019.0,ram,like new,6 cylinders,diesel,52144.0,automatic,4wd,truck,4.0,premium
20590,2015.0,volkswagen,good,,gas,43470.0,automatic,fwd,convertible,8.0,mid
35500,2019.0,chevrolet,like new,8 cylinders,gas,7189.0,automatic,4wd,truck,4.0,premium
10000,2011.0,chevrolet,,6 cylinders,gas,163000.0,automatic,rwd,coupe,12.0,budget
18990,2018.0,hyundai,good,,gas,13084.0,other,fwd,sedan,5.0,mid
12800,2012.0,chevrolet,like new,8 cylinders,gas,212000.0,automatic,rwd,van,11.0,mid
18990,2018.0,hyundai,good,,gas,19385.0,other,fwd,sedan,5.0,mid
25990,2018.0,other,good,,other,26778.0,other,rwd,sedan,5.0,premium
11000,2012.0,honda,good,4 cylinders,gas,141318.0,automatic,fwd,sedan,11.0,mid
24999,2016.0,other,excellent,4 cylinders,gas,32000.0,automatic,4wd,sedan,7.0,premium
17590,2016.0,hyundai,good,,gas,9570.0,other,fwd,sedan,7.0,mid
21800,2016.0,ford,like new,6 cylinders,gas,100000.0,automatic,rwd,van,7.0,mid
7500,2009.0,ford,good,8 cylinders,gas,155000.0,automatic,rwd,van,14.0,budget
39500,2008.0,ford,like new,6 cylinders,diesel,13158.0,manual,rwd,truck,15.0,premium
4980,2009.0,chevrolet,excellent,8 cylinders,gas,200000.0,automatic,rwd,truck,14.0,budget
35000,2017.0,chevrolet,excellent,8 cylinders,gas,48000.0,automatic,4wd,truck,6.0,premium
3350,2001.0,ford,good,4 cylinders,gas,211000.0,automatic,fwd,truck,22.0,budget
12000,2008.0,ford,excellent,8 cylinders,gas,110000.0,automatic,4wd,truck,15.0,mid
26200,2006.0,other,,8 cylinders,gas,167000.0,automatic,4wd,SUV,17.0,premium
21590,2018.0,other,good,6 cylinders,other,38638.0,other,rwd,sedan,5.0,mid
5995,2008.0,other,excellent,4 cylinders,gas,117053.0,automatic,fwd,hatchback,15.0,budget
11990,2012.0,chevrolet,excellent,8 cylinders,gas,197154.0,automatic,rwd,SUV,11.0,mid
38615,2021.0,chevrolet,,4 cylinders,gas,1.0,automatic,4wd,pickup,2.0,premium
16500,2007.0,chevrolet,fair,8 cylinders,gas,110000.0,manual,rwd,coupe,16.0,mid
7000,2000.0,other,excellent,8 cylinders,gas,100100.0,automatic,rwd,sedan,23.0,budget
15500,2013.0,honda,good,6 cylinders,gas,105000.0,automatic,4wd,SUV,10.0,mid
31590,2017.0,other,good,6 cylinders,gas,28185.0,other,fwd,SUV,6.0,premium
12990,2011.0,other,,8 cylinders,gas,79930.0,automatic,rwd,sedan,12.0,mid
21590,2016.0,other,good,,other,37793.0,automatic,fwd,SUV,7.0,mid
15995,2007.0,ford,,,diesel,239379.0,manual,4wd,pickup,16.0,mid
12990,2010.0,chevrolet,excellent,8 cylinders,gas,202156.0,automatic,4wd,truck,13.0,mid
4250,2001.0,dodge,excellent,6 cylinders,gas,118238.0,automatic,fwd,mini-van,22.0,budget
6495,2004.0,other,excellent,6 cylinders,gas,151601.0,automatic,fwd,sedan,19.0,budget
39590,2020.0,bmw,good,,other,8396.0,other,rwd,SUV,3.0,premium
40990,2017.0,other,good,,other,31843.0,automatic,4wd,SUV,6.0,premium
25590,2017.0,other,good,,other,27662.0,automatic,rwd,sedan,6.0,premium
35990,2020.0,other,good,6 cylinders,gas,8677.0,other,rwd,coupe,3.0,premium
27590,2017.0,other,good,,other,21360.0,other,fwd,SUV,6.0,premium
19600,2015.0,chevrolet,like new,6 cylinders,gas,151778.0,automatic,4wd,truck,8.0,mid
19400,2015.0,ford,like new,6 cylinders,gas,103430.0,automatic,rwd,truck,8.0,mid
21990,2005.0,chevrolet,like new,8 cylinders,gas,71536.0,automatic,rwd,truck,18.0,mid
17800,2008.0,jeep,excellent,6 cylinders,gas,159079.0,automatic,4wd,offroad,15.0,mid
20200,2014.0,ford,like new,8 cylinders,gas,138456.0,automatic,rwd,truck,9.0,mid
38000,2016.0,gmc,excellent,8 cylinders,gas,72200.0,automatic,4wd,truck,7.0,premium
22995,2006.0,ram,,,diesel,240672.0,automatic,4wd,pickup,17.0,mid
28590,2017.0,dodge,good,,other,65817.0,other,rwd,coupe,6.0,premium
18590,2017.0,toyota,good,,gas,30223.0,other,fwd,sedan,6.0,mid
15590,2016.0,other,good,,gas,23972.0,other,fwd,wagon,7.0,mid
6495,2004.0,other,excellent,6 cylinders,gas,151601.0,automatic,fwd,sedan,19.0,budget
2800,1999.0,other,good,8 cylinders,gas,55000.0,automatic,fwd,sedan,24.0,budget
12000,2009.0,other,excellent,8 cylinders,gas,118555.0,automatic,rwd,sedan,14.0,mid
31990,2020.0,hyundai,good,,gas,10064.0,other,fwd,SUV,3.0,premium
7990,2010.0,toyota,excellent,4 cylinders,gas,93787.0,automatic,fwd,sedan,13.0,budget
6995,2013.0,dodge,excellent,6 cylinders,gas,138698.0,automatic,fwd,sedan,10.0,budget
32990,2020.0,other,good,,other,1357.0,other,fwd,sedan,3.0,premium
24990,2017.0,other,good,6 cylinders,gas,40338.0,automatic,fwd,sedan,6.0,premium
4500,1999.0,bmw,good,8 cylinders,gas,250000.0,manual,rwd,sedan,24.0,budget
9500,2006.0,other,good,8 cylinders,gas,149877.0,automatic,rwd,convertible,17.0,budget
40990,2017.0,jeep,good,,other,30092.0,other,4wd,other,6.0,premium
52990,2019.0,ram,good,,diesel,32119.0,other,4wd,pickup,4.0,premium
13590,2015.0,volkswagen,good,,gas,90671.0,automatic,fwd,sedan,8.0,mid
13999,2004.0,ford,good,8 cylinders,diesel,170500.0,automatic,4wd,truck,19.0,mid
20000,2000.0,bmw,good,6 cylinders,gas,79600.0,manual,rwd,convertible,23.0,mid
23990,2017.0,other,good,,gas,28565.0,other,fwd,sedan,6.0,premium
3800,2006.0,honda,excellent,4 cylinders,gas,220000.0,automatic,fwd,sedan,17.0,budget
1250,2009.0,toyota,fair,4 cylinders,gas,178000.0,automatic,fwd,sedan,14.0,budget
36590,2020.0,other,good,,gas,369.0,other,rwd,sedan,3.0,premium
23590,2016.0,other,good,,gas,70223.0,automatic,fwd,wagon,7.0,premium
28990,2018.0,other,good,6 cylinders,gas,32458.0,other,fwd,SUV,5.0,premium
10990,2013.0,nissan,good,,gas,81557.0,other,fwd,sedan,10.0,mid
17590,2013.0,other,good,6 cylinders,gas,67448.0,automatic,fwd,sedan,10.0,mid
4990,2002.0,ford,excellent,8 cylinders,gas,223936.0,manual,rwd,coupe,21.0,budget
18995,2013.0,chevrolet,excellent,8 cylinders,gas,160000.0,automatic,rwd,SUV,10.0,mid
1200,1990.0,chevrolet,fair,8 cylinders,gas,200000.0,automatic,4wd,truck,33.0,budget
15590,2016.0,other,good,,gas,81712.0,other,fwd,sedan,7.0,mid
1800,2001.0,ford,good,4 cylinders,gas,184000.0,manual,fwd,hatchback,22.0,budget
9500,2005.0,chevrolet,excellent,8 cylinders,gas,244207.0,automatic,fwd,pickup,18.0,budget
16990,2017.0,chevrolet,good,,gas,18171.0,other,fwd,hatchback,6.0,mid
17590,2019.0,chevrolet,good,,gas,23700.0,automatic,fwd,hatchback,4.0,mid
49990,2020.0,gmc,good,8 cylinders,other,31166.0,other,4wd,other,3.0,premium
1600,2003.0,gmc,like new,6 cylinders,gas,350962.0,automatic,rwd,other,20.0,budget
19500,2002.0,chevrolet,like new,8 cylinders,gas,24000.0,automatic,rwd,convertible,21.0,mid
48590,2020.0,gmc,good,,gas,8244.0,other,4wd,pickup,3.0,premium
17900,2004.0,toyota,,6 cylinders,gas,101000.0,automatic,4wd,SUV,19.0,mid
21990,2019.0,jeep,good,,gas,13869.0,other,4wd,other,4.0,mid
19990,2013.0,volkswagen,good,,gas,24294.0,automatic,fwd,convertible,10.0,mid
23590,2019.0,other,good,6 cylinders,gas,71401.0,other,fwd,other,4.0,premium
39990,2020.0,other,good,,gas,7469.0,other,fwd,other,3.0,premium
51990,2018.0,other,good,8 cylinders,other,72367.0,automatic,4wd,SUV,5.0,premium
9990,2010.0,other,good,,gas,76194.0,other,fwd,van,13.0,budget
26990,2014.0,other,good,,other,96454.0,automatic,rwd,sedan,9.0,premium
25590,2018.0,other,good,,other,7931.0,other,rwd,sedan,5.0,premium
6990,2012.0,dodge,excellent,6 cylinders,gas,149976.0,automatic,rwd,SUV,11.0,budget
11900,2009.0,chevrolet,excellent,8 cylinders,gas,202292.0,automatic,4wd,truck,14.0,mid
25990,2018.0,other,good,,electric,13938.0,other,4wd,SUV,5.0,premium
14250,2018.0,chevrolet,good,,gas,90000.0,automatic,fwd,sedan,5.0,mid
47000,2015.0,chevrolet,excellent,8 cylinders,diesel,137500.0,automatic,4wd,truck,8.0,premium
10000,2005.0,chevrolet,excellent,8 cylinders,gas,244000.0,automatic,4wd,SUV,18.0,budget
15500,2005.0,ford,good,8 cylinders,diesel,188000.0,automatic,4wd,truck,18.0,mid
13500,2014.0,ford,excellent,6 cylinders,gas,48000.0,automatic,rwd,coupe,9.0,mid
56000,2015.0,other,,8 cylinders,other,3995.0,automatic,fwd,other,8.0,premium
64000,2015.0,chevrolet,,8 cylinders,other,1749.0,automatic,fwd,other,8.0,premium
104000,2018.0,dodge,,8 cylinders,other,483.0,automatic,fwd,other,5.0,premium
69000,2020.0,ford,,8 cylinders,other,181.0,manual,fwd,other,3.0,premium
100000,2018.0,dodge,,8 cylinders,other,959.0,automatic,fwd,other,5.0,premium
65000,2017.0,chevrolet,,8 cylinders,other,2651.0,automatic,fwd,other,6.0,premium
85500,2010.0,other,,8 cylinders,other,14548.0,automatic,fwd,other,13.0,premium
17990,2017.0,hyundai,good,,gas,52999.0,automatic,fwd,sedan,6.0,mid
2750,2005.0,volkswagen,good,4 cylinders,gas,73095.0,automatic,fwd,convertible,18.0,budget
2750,2005.0,volkswagen,good,4 cylinders,gas,73095.0,automatic,fwd,convertible,18.0,budget
15990,2015.0,hyundai,good,,gas,60385.0,automatic,fwd,sedan,8.0,mid
17590,2018.0,hyundai,good,,other,61646.0,other,fwd,sedan,5.0,mid
17990,2018.0,hyundai,good,,gas,24163.0,other,fwd,sedan,5.0,mid
9000,2013.0,ford,excellent,6 cylinders,gas,141000.0,automatic,fwd,SUV,10.0,budget
5850,2009.0,other,good,4 cylinders,gas,180300.0,automatic,4wd,hatchback,14.0,budget
28990,2018.0,other,good,,other,16841.0,other,rwd,sedan,5.0,premium
8000,2015.0,other,good,4 cylinders,gas,45000.0,automatic,fwd,sedan,8.0,budget
6000,2014.0,dodge,good,6 cylinders,gas,90000.0,automatic,fwd,mini-van,9.0,budget
6700,2014.0,chevrolet,excellent,4 cylinders,gas,132000.0,automatic,fwd,sedan,9.0,budget
35590,2020.0,other,good,,gas,6185.0,other,fwd,hatchback,3.0,premium
32990,2017.0,other,good,6 cylinders,gas,30472.0,other,fwd,SUV,6.0,premium
30990,2018.0,other,good,,gas,7896.0,other,rwd,van,5.0,premium
17990,2015.0,other,good,,other,72802.0,other,rwd,sedan,8.0,mid
23990,2016.0,other,good,,other,50786.0,automatic,fwd,SUV,7.0,premium
28990,2018.0,other,good,6 cylinders,gas,34507.0,automatic,fwd,SUV,5.0,premium
34590,2020.0,other,good,,other,3542.0,other,fwd,hatchback,3.0,premium
19990,2017.0,other,good,,gas,6054.0,other,fwd,hatchback,6.0,mid
24990,2013.0,bmw,good,,gas,27287.0,other,rwd,other,10.0,premium
5900,2005.0,other,good,8 cylinders,gas,229000.0,automatic,rwd,sedan,18.0,budget
39990,2018.0,chevrolet,good,6 cylinders,other,27214.0,other,4wd,pickup,5.0,premium
15990,2014.0,chevrolet,good,,gas,76261.0,other,fwd,other,9.0,mid
8500,2012.0,ford,good,4 cylinders,gas,101156.0,automatic,fwd,sedan,11.0,budget
5500,2008.0,chevrolet,good,6 cylinders,gas,67969.0,automatic,fwd,sedan,15.0,budget
30990,2017.0,dodge,good,8 cylinders,gas,38399.0,other,rwd,coupe,6.0,premium
8500,2012.0,chevrolet,good,4 cylinders,gas,98698.0,automatic,fwd,sedan,11.0,budget
5500,2007.0,other,good,4 cylinders,gas,1.0,automatic,fwd,sedan,16.0,budget
9500,2014.0,other,good,4 cylinders,gas,79314.0,automatic,fwd,sedan,9.0,budget
