price,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,type,vehicle_age,price_tier
17936,2016.0,hyundai,excellent,4 cylinders,gas,69400.0,automatic,fwd,sedan,7.0,mid
42999,2015.0,gmc,,,gas,59637.0,automatic,4wd,truck,8.0,premium
26995,2017.0,other,,4 cylinders,gas,67912.0,automatic,4wd,sedan,6.0,premium
45500,2011.0,dodge,excellent,,diesel,195774.0,automatic,4wd,truck,12.0,premium
45500,2011.0,dodge,excellent,,diesel,195774.0,automatic,4wd,truck,12.0,premium
26991,2016.0,ford,,,gas,71088.0,automatic,4wd,SUV,7.0,premium
4100,2006.0,honda,good,6 cylinders,gas,244000.0,automatic,4wd,SUV,17.0,budget
42000,2018.0,toyota,like new,,gas,11300.0,automatic,4wd,truck,5.0,premium
5995,2009.0,dodge,,,gas,141814.0,automatic,fwd,hatchback,14.0,budget
10995,2011.0,other,,,other,130580.0,automatic,fwd,sedan,12.0,mid
10995,2009.0,chevrolet,,8 cylinders,gas,193907.0,automatic,4wd,truck,14.0,mid
48995,2018.0,ram,excellent,6 cylinders,diesel,68083.0,automatic,4wd,truck,5.0,premium
15995,2013.0,toyota,good,6 cylinders,gas,133501.0,automatic,4wd,SUV,10.0,mid
13995,2011.0,ram,excellent,6 cylinders,gas,117055.0,automatic,4wd,truck,12.0,mid
38999,2020.0,ford,,6 cylinders,gas,7442.0,automatic,4wd,SUV,3.0,premium
22999,2019.0,other,,4 cylinders,gas,7195.0,automatic,4wd,sedan,4.0,mid
11495,2014.0,chevrolet,excellent,4 cylinders,gas,49764.0,automatic,fwd,sedan,9.0,mid
28595,2011.0,ford,,8 cylinders,gas,59550.0,automatic,4wd,truck,12.0,premium
8995,2013.0,nissan,good,6 cylinders,gas,131434.0,automatic,fwd,sedan,10.0,budget
18731,2018.0,toyota,,4 cylinders,hybrid,65292.0,automatic,fwd,sedan,5.0,mid
17500,2015.0,hyundai,,4 cylinders,gas,40842.0,automatic,fwd,sedan,8.0,mid
18707,2018.0,dodge,,6 cylinders,gas,33325.0,automatic,4wd,SUV,5.0,mid
33987,2018.0,jeep,,6 cylinders,gas,24516.0,automatic,4wd,SUV,5.0,premium
12995,2015.0,toyota,excellent,4 cylinders,hybrid,53269.0,automatic,fwd,hatchback,8.0,mid
31495,2018.0,chevrolet,,8 cylinders,gas,106601.0,automatic,4wd,truck,5.0,premium
48495,2019.0,ram,,8 cylinders,gas,57911.0,automatic,4wd,truck,4.0,premium
11995,2010.0,honda,good,6 cylinders,gas,132385.0,automatic,4wd,hatchback,13.0,mid
32987,2019.0,jeep,,4 cylinders,gas,6156.0,automatic,4wd,SUV,4.0,premium
9995,2015.0,nissan,excellent,4 cylinders,gas,92444.0,automatic,fwd,sedan,8.0,budget
26995,2020.0,toyota,,4 cylinders,gas,28347.0,automatic,4wd,SUV,3.0,premium
15176,2015.0,chevrolet,,4 cylinders,gas,79636.0,automatic,4wd,SUV,8.0,mid
6995,2011.0,nissan,,,gas,105449.0,automatic,fwd,sedan,12.0,budget
39900,2016.0,ford,excellent,8 cylinders,gas,76000.0,automatic,4wd,truck,7.0,premium
3000,1997.0,chevrolet,good,6 cylinders,gas,196000.0,automatic,4wd,SUV,26.0,budget
29995,2017.0,nissan,,,gas,67876.0,automatic,4wd,SUV,6.0,premium
17499,2011.0,other,excellent,8 cylinders,gas,89358.0,automatic,4wd,coupe,12.0,mid
8499,2008.0,honda,,,gas,106762.0,automatic,fwd,sedan,15.0,budget
8500,1990.0,dodge,good,8 cylinders,gas,123000.0,automatic,4wd,pickup,33.0,budget
26995,2016.0,ram,,,gas,100165.0,automatic,4wd,pickup,7.0,premium
31995,2013.0,ford,,,gas,93415.0,automatic,4wd,pickup,10.0,premium
72995,2018.0,ford,,,diesel,35445.0,automatic,4wd,pickup,5.0,premium
36995,2014.0,ford,,6 cylinders,gas,69465.0,automatic,4wd,pickup,9.0,premium
29499,2013.0,ford,,6 cylinders,gas,124446.0,automatic,4wd,pickup,10.0,premium
31499,2016.0,ford,,6 cylinders,gas,135000.0,automatic,4wd,pickup,7.0,premium
6990,2010.0,ford,,4 cylinders,hybrid,117404.0,automatic,fwd,sedan,13.0,budget
18999,2016.0,jeep,,,gas,45965.0,automatic,fwd,SUV,7.0,mid
23900,2008.0,toyota,excellent,6 cylinders,gas,135000.0,automatic,4wd,SUV,15.0,premium
16976,2014.0,other,,6 cylinders,gas,131772.0,automatic,4wd,SUV,9.0,mid
32999,2020.0,gmc,,6 cylinders,gas,33813.0,automatic,4wd,SUV,3.0,premium
33999,2019.0,toyota,,4 cylinders,gas,12715.0,automatic,4wd,SUV,4.0,premium
15995,2018.0,toyota,,4 cylinders,gas,54757.0,automatic,fwd,sedan,5.0,mid
53999,2020.0,chevrolet,,,gas,13215.0,automatic,4wd,truck,3.0,premium
38991,2017.0,toyota,,,gas,44049.0,automatic,4wd,pickup,6.0,premium
16995,2012.0,toyota,,,gas,140337.0,automatic,4wd,wagon,11.0,mid
1000,1996.0,ford,salvage,6 cylinders,gas,208000.0,automatic,4wd,SUV,27.0,budget
4995,2003.0,chevrolet,excellent,6 cylinders,gas,141600.0,automatic,4wd,SUV,20.0,budget
5495,2003.0,gmc,good,8 cylinders,gas,192300.0,automatic,rwd,pickup,20.0,budget
12495,2011.0,gmc,good,8 cylinders,gas,173414.0,automatic,4wd,truck,12.0,mid
3000,2004.0,toyota,good,6 cylinders,gas,214000.0,automatic,fwd,mini-van,19.0,budget
17995,2017.0,ford,,4 cylinders,gas,49133.0,automatic,4wd,SUV,6.0,mid
32995,2017.0,other,like new,4 cylinders,gas,89011.0,manual,4wd,sedan,6.0,premium
25999,2018.0,nissan,,,gas,13117.0,automatic,4wd,SUV,5.0,premium
27884,2019.0,toyota,,4 cylinders,gas,27682.0,automatic,4wd,SUV,4.0,premium
29740,2018.0,toyota,,4 cylinders,gas,14090.0,automatic,4wd,SUV,5.0,premium
26871,2020.0,toyota,,4 cylinders,gas,10418.0,automatic,4wd,SUV,3.0,premium
17995,2013.0,other,,4 cylinders,gas,73000.0,automatic,4wd,wagon,10.0,mid
14995,2013.0,other,excellent,4 cylinders,gas,80000.0,automatic,4wd,SUV,10.0,mid
15995,2018.0,chevrolet,,4 cylinders,gas,64000.0,automatic,fwd,sedan,5.0,mid
16500,2015.0,bmw,excellent,4 cylinders,gas,67000.0,automatic,rwd,sedan,8.0,mid
11995,2012.0,other,,4 cylinders,diesel,102000.0,automatic,fwd,hatchback,11.0,mid
19995,2018.0,ford,like new,4 cylinders,gas,43000.0,manual,fwd,hatchback,5.0,mid
10995,2012.0,nissan,,6 cylinders,gas,87000.0,automatic,fwd,sedan,11.0,mid
34498,2003.0,chevrolet,,6 cylinders,gas,29065.0,automatic,4wd,van,20.0,premium
19998,2018.0,dodge,,6 cylinders,other,39758.0,automatic,fwd,SUV,5.0,mid
15398,2015.0,toyota,,4 cylinders,gas,44807.0,automatic,fwd,sedan,8.0,mid
19498,2016.0,honda,,6 cylinders,gas,143849.0,automatic,4wd,SUV,7.0,mid
20298,2017.0,toyota,,6 cylinders,gas,156136.0,automatic,4wd,van,6.0,mid
12465,2015.0,jeep,,,gas,100909.0,automatic,4wd,SUV,8.0,mid
18495,2017.0,jeep,,,gas,34697.0,automatic,4wd,SUV,6.0,mid
42908,2020.0,jeep,,,gas,22433.0,automatic,4wd,convertible,3.0,premium
14922,2016.0,ford,,,gas,81038.0,automatic,4wd,SUV,7.0,mid
19427,2020.0,nissan,,,gas,15092.0,automatic,fwd,SUV,3.0,mid
14813,2016.0,jeep,,,gas,115465.0,automatic,4wd,SUV,7.0,mid
38484,2017.0,chevrolet,,,diesel,53220.0,automatic,4wd,pickup,6.0,premium
40455,2020.0,ram,,,gas,29325.0,automatic,4wd,pickup,3.0,premium
47994,2019.0,toyota,,,gas,30133.0,automatic,4wd,pickup,4.0,premium
18695,2017.0,other,,,gas,45720.0,automatic,fwd,convertible,6.0,mid
21797,2014.0,jeep,,,gas,80180.0,automatic,4wd,SUV,9.0,mid
8959,2013.0,toyota,,,gas,96243.0,automatic,fwd,hatchback,10.0,budget
9755,2011.0,toyota,excellent,,hybrid,126604.0,automatic,fwd,hatchback,12.0,budget
17955,2015.0,other,excellent,,gas,44016.0,automatic,fwd,sedan,8.0,mid
49999,2017.0,chevrolet,,,gas,49230.0,automatic,4wd,SUV,6.0,premium
17988,2017.0,toyota,,,gas,36383.0,automatic,fwd,sedan,6.0,mid
18389,2019.0,ford,,,hybrid,35947.0,automatic,fwd,sedan,4.0,mid
69595,2019.0,ford,,8 cylinders,diesel,61150.0,automatic,4wd,truck,4.0,premium
10495,2013.0,other,,6 cylinders,gas,52185.0,automatic,fwd,sedan,10.0,budget
5995,2008.0,chevrolet,,6 cylinders,gas,150550.0,automatic,fwd,sedan,15.0,budget
28000,2014.0,jeep,good,6 cylinders,gas,68000.0,automatic,4wd,SUV,9.0,premium
12995,2013.0,ford,good,6 cylinders,gas,165776.0,automatic,4wd,SUV,10.0,mid
2995,2002.0,chevrolet,good,6 cylinders,gas,226204.0,automatic,4wd,SUV,21.0,budget
29500,2008.0,ram,good,6 cylinders,diesel,179500.0,manual,4wd,pickup,15.0,premium
26000,2014.0,gmc,good,8 cylinders,gas,178550.0,automatic,4wd,truck,9.0,premium
13500,2013.0,ford,like new,4 cylinders,gas,42400.0,automatic,fwd,sedan,10.0,mid
31999,2013.0,ford,,,gas,74748.0,automatic,4wd,truck,10.0,premium
9700,2007.0,other,excellent,6 cylinders,gas,150000.0,automatic,4wd,SUV,16.0,budget
38304,2019.0,bmw,,,gas,27502.0,automatic,4wd,SUV,4.0,premium
36500,2014.0,jeep,like new,6 cylinders,gas,17648.0,automatic,4wd,SUV,9.0,premium
6000,2005.0,toyota,good,8 cylinders,gas,198455.0,automatic,4wd,SUV,18.0,budget
41900,2016.0,ford,excellent,6 cylinders,gas,85100.0,automatic,4wd,truck,7.0,premium
39999,2017.0,toyota,,,gas,87784.0,automatic,4wd,truck,6.0,premium
9000,1992.0,chevrolet,good,6 cylinders,gas,175000.0,manual,4wd,SUV,31.0,budget
44999,2020.0,jeep,,,gas,22219.0,automatic,4wd,SUV,3.0,premium
6900,2014.0,chevrolet,good,4 cylinders,gas,83000.0,automatic,fwd,coupe,9.0,budget
35999,2019.0,ram,,,gas,36060.0,automatic,4wd,truck,4.0,premium
26900,2013.0,ford,,6 cylinders,gas,99634.0,automatic,4wd,pickup,10.0,premium
52999,2019.0,ram,,,gas,25014.0,automatic,4wd,truck,4.0,premium
46730,2019.0,ram,,8 cylinders,gas,38975.0,automatic,4wd,truck,4.0,premium
24999,2018.0,other,,4 cylinders,gas,26586.0,automatic,4wd,SUV,5.0,premium
4495,2006.0,ford,,,gas,190497.0,automatic,fwd,sedan,17.0,budget
8500,1996.0,toyota,good,6 cylinders,gas,201000.0,automatic,4wd,SUV,27.0,budget
24991,2019.0,ford,,,gas,66044.0,automatic,fwd,SUV,4.0,premium
17995,2011.0,toyota,,,gas,105139.0,automatic,4wd,wagon,12.0,mid
31999,2015.0,ram,,,gas,93903.0,automatic,4wd,truck,8.0,premium
5400,2008.0,jeep,good,6 cylinders,gas,146900.0,automatic,4wd,SUV,15.0,budget
16995,2014.0,honda,,,gas,126434.0,automatic,4wd,SUV,9.0,mid
18995,2011.0,ford,,,gas,151524.0,automatic,4wd,pickup,12.0,mid
19900,1995.0,other,excellent,4 cylinders,diesel,85000.0,automatic,4wd,van,28.0,mid
39999,2017.0,ram,,,diesel,35967.0,automatic,4wd,truck,6.0,premium
2900,2007.0,chevrolet,,4 cylinders,gas,149296.0,manual,fwd,other,16.0,budget
32995,2010.0,gmc,,8 cylinders,diesel,139797.0,automatic,4wd,truck,13.0,premium
37995,2018.0,toyota,,6 cylinders,gas,21821.0,automatic,4wd,truck,5.0,premium
37318,2020.0,chevrolet,,,gas,22383.0,automatic,4wd,truck,3.0,premium
33991,2015.0,gmc,,,gas,141075.0,automatic,4wd,SUV,8.0,premium
22985,2011.0,toyota,,6 cylinders,gas,119930.0,automatic,4wd,pickup,12.0,mid
20999,2018.0,chevrolet,,,gas,55569.0,automatic,4wd,SUV,5.0,mid
18000,2016.0,other,like new,6 cylinders,gas,52500.0,automatic,fwd,mini-van,7.0,mid
6500,2010.0,nissan,good,4 cylinders,gas,79000.0,automatic,fwd,sedan,13.0,budget
27995,2016.0,ram,,6 cylinders,gas,98984.0,automatic,4wd,truck,7.0,premium
13999,2006.0,toyota,,4 cylinders,gas,207627.0,manual,4wd,pickup,17.0,mid
69862,2019.0,ford,,,diesel,34316.0,automatic,4wd,truck,4.0,premium
18995,2015.0,other,,6 cylinders,gas,88033.0,automatic,4wd,SUV,8.0,mid
13995,2005.0,other,,8 cylinders,gas,37526.0,automatic,rwd,coupe,18.0,mid
28995,2014.0,ram,,8 cylinders,gas,102522.0,automatic,4wd,truck,9.0,premium
1800,2003.0,honda,good,4 cylinders,gas,242000.0,automatic,fwd,sedan,20.0,budget
46991,2017.0,ram,,,gas,47703.0,automatic,4wd,pickup,6.0,premium
11495,2017.0,other,,4 cylinders,gas,47823.0,automatic,fwd,sedan,6.0,mid
12500,2000.0,toyota,good,8 cylinders,gas,245000.0,automatic,4wd,SUV,23.0,mid
8300,2008.0,toyota,excellent,4 cylinders,hybrid,94488.0,automatic,fwd,hatchback,15.0,budget
63999,2020.0,ram,,,diesel,10269.0,automatic,4wd,truck,3.0,premium
16991,2007.0,chevrolet,,,other,145164.0,automatic,4wd,SUV,16.0,mid
68999,2019.0,chevrolet,,,diesel,26816.0,automatic,4wd,truck,4.0,premium
33999,2016.0,other,,,gas,62693.0,automatic,4wd,SUV,7.0,premium
8747,2011.0,dodge,,,gas,140056.0,automatic,4wd,SUV,12.0,budget
37991,2015.0,gmc,,,gas,109116.0,automatic,4wd,SUV,8.0,premium
17495,2016.0,dodge,,8 cylinders,gas,112957.0,automatic,4wd,sedan,7.0,mid
8995,2007.0,dodge,,,gas,102951.0,automatic,rwd,sedan,16.0,budget
11995,2008.0,toyota,,,gas,181241.0,automatic,4wd,wagon,15.0,mid
13000,2013.0,ford,good,4 cylinders,gas,116000.0,manual,fwd,hatchback,10.0,mid
43888,2018.0,ford,,,gas,15238.0,automatic,4wd,truck,5.0,premium
38991,2018.0,ford,,,gas,99034.0,automatic,4wd,pickup,5.0,premium
12995,2012.0,bmw,,8 cylinders,gas,137512.0,automatic,4wd,sedan,11.0,mid
17895,2019.0,hyundai,,4 cylinders,gas,27421.0,automatic,4wd,SUV,4.0,mid
26897,2019.0,jeep,,4 cylinders,gas,19949.0,automatic,4wd,SUV,4.0,premium
42995,2019.0,ford,,6 cylinders,gas,6871.0,automatic,4wd,truck,4.0,premium
33995,2015.0,ford,,6 cylinders,gas,97580.0,automatic,4wd,truck,8.0,premium
27999,2018.0,jeep,,4 cylinders,gas,27899.0,automatic,4wd,SUV,5.0,premium
9495,2010.0,toyota,,,gas,183697.0,automatic,4wd,wagon,13.0,budget
39987,2018.0,ford,,6 cylinders,gas,28145.0,automatic,4wd,pickup,5.0,premium
17991,2010.0,nissan,,,gas,98951.0,automatic,fwd,coupe,13.0,mid
42999,2017.0,ram,,,gas,43763.0,automatic,4wd,truck,6.0,premium
16000,2003.0,chevrolet,excellent,8 cylinders,gas,91000.0,automatic,4wd,truck,20.0,mid
11500,2008.0,ford,good,8 cylinders,diesel,185000.0,automatic,4wd,pickup,15.0,mid
4500,2004.0,other,good,6 cylinders,gas,120000.0,automatic,fwd,mini-van,19.0,budget
19991,2016.0,nissan,,,gas,71760.0,automatic,4wd,SUV,7.0,mid
65999,2018.0,chevrolet,,,diesel,29587.0,automatic,4wd,truck,5.0,premium
6995,2006.0,nissan,,,gas,185445.0,automatic,4wd,SUV,17.0,budget
39999,2018.0,ford,,,gas,47866.0,automatic,4wd,SUV,5.0,premium
63000,2021.0,toyota,new,8 cylinders,gas,1800.0,automatic,4wd,pickup,2.0,premium
53830,2020.0,ram,,,gas,18093.0,automatic,4wd,truck,3.0,premium
26895,2017.0,other,,6 cylinders,gas,9657.0,automatic,fwd,van,6.0,premium
21950,2004.0,ford,,8 cylinders,diesel,81613.0,automatic,4wd,truck,19.0,mid
15932,2006.0,chevrolet,,,gas,126051.0,automatic,4wd,pickup,17.0,mid
17669,2018.0,other,,,gas,4055.0,automatic,fwd,hatchback,5.0,mid
11958,2014.0,jeep,,,gas,84876.0,automatic,4wd,SUV,9.0,mid
8999,2006.0,nissan,,,gas,179031.0,automatic,rwd,pickup,17.0,budget
23933,2014.0,jeep,,,diesel,76644.0,automatic,4wd,SUV,9.0,premium
18974,2015.0,other,,,gas,18867.0,automatic,fwd,sedan,8.0,mid
19988,2019.0,other,,,gas,23048.0,automatic,fwd,sedan,4.0,mid
16988,2019.0,other,,,gas,65208.0,automatic,fwd,hatchback,4.0,mid
14968,2017.0,ford,,,hybrid,95321.0,automatic,fwd,sedan,6.0,mid
19605,2014.0,jeep,,,gas,83545.0,automatic,4wd,SUV,9.0,mid
24488,2020.0,jeep,excellent,,gas,11204.0,automatic,4wd,SUV,3.0,premium
19988,2017.0,toyota,,,gas,70984.0,manual,rwd,coupe,6.0,mid
42995,2015.0,ford,,8 cylinders,diesel,146660.0,automatic,4wd,truck,8.0,premium
29995,2015.0,ford,,8 cylinders,gas,91789.0,automatic,4wd,truck,8.0,premium
32995,2013.0,ram,,6 cylinders,diesel,114151.0,automatic,4wd,truck,10.0,premium
5950,1991.0,chevrolet,excellent,8 cylinders,gas,165239.0,automatic,rwd,pickup,32.0,budget
3500,1999.0,dodge,good,8 cylinders,gas,150000.0,automatic,4wd,SUV,24.0,budget
31999,2015.0,ford,,,gas,76086.0,automatic,4wd,truck,8.0,premium
71999,2020.0,chevrolet,,,diesel,21502.0,automatic,4wd,truck,3.0,premium
44995,2017.0,ram,,,gas,29534.0,automatic,4wd,truck,6.0,premium
38999,2018.0,ram,,,gas,8346.0,automatic,4wd,truck,5.0,premium
44999,2015.0,gmc,,,gas,59652.0,automatic,4wd,SUV,8.0,premium
6500,2006.0,chevrolet,excellent,8 cylinders,gas,200000.0,automatic,4wd,SUV,17.0,budget
8995,2010.0,volkswagen,,4 cylinders,gas,62772.0,automatic,fwd,SUV,13.0,budget
10995,2011.0,other,,4 cylinders,gas,109904.0,automatic,4wd,wagon,12.0,mid
15988,2013.0,other,good,4 cylinders,gas,119817.0,automatic,4wd,SUV,10.0,mid
7788,2011.0,other,good,4 cylinders,gas,127850.0,automatic,fwd,sedan,12.0,budget
44999,2019.0,chevrolet,,,gas,29017.0,automatic,4wd,truck,4.0,premium
56973,2015.0,ram,,6 cylinders,diesel,29309.0,automatic,4wd,truck,8.0,premium
27987,2018.0,ford,,4 cylinders,gas,24752.0,automatic,4wd,SUV,5.0,premium
8495,2007.0,other,,,gas,143152.0,automatic,fwd,sedan,16.0,budget
20991,2017.0,honda,,,gas,74151.0,automatic,fwd,sedan,6.0,mid
51999,2020.0,ford,,,gas,27957.0,automatic,4wd,truck,3.0,premium
10495,2009.0,other,,,gas,135022.0,automatic,fwd,SUV,14.0,budget
1700,1995.0,honda,fair,4 cylinders,gas,111111.0,manual,fwd,coupe,28.0,budget
12995,2010.0,chevrolet,,,other,199666.0,automatic,4wd,pickup,13.0,mid
23991,2015.0,other,,,gas,56934.0,automatic,fwd,SUV,8.0,premium
20995,2017.0,ford,excellent,6 cylinders,gas,92528.0,automatic,fwd,SUV,6.0,mid
58999,2020.0,gmc,,,gas,41178.0,automatic,4wd,truck,3.0,premium
18495,2012.0,ford,,6 cylinders,gas,144817.0,automatic,4wd,truck,11.0,mid
16995,2013.0,ford,,8 cylinders,gas,153692.0,automatic,4wd,truck,10.0,mid
15995,2018.0,chevrolet,,4 cylinders,gas,64000.0,automatic,fwd,sedan,5.0,mid
20999,2018.0,other,,4 cylinders,gas,15472.0,automatic,fwd,sedan,5.0,mid
36995,2017.0,ram,excellent,8 cylinders,gas,81424.0,automatic,4wd,truck,6.0,premium
25991,2018.0,honda,,,gas,66993.0,automatic,fwd,sedan,5.0,premium
84999,2020.0,gmc,,,diesel,3454.0,automatic,4wd,truck,3.0,premium
21995,2015.0,other,excellent,4 cylinders,gas,90468.0,automatic,4wd,sedan,8.0,mid
14995,2017.0,nissan,excellent,4 cylinders,gas,74047.0,automatic,fwd,sedan,6.0,mid
31995,2013.0,ram,excellent,6 cylinders,diesel,199495.0,automatic,4wd,truck,10.0,premium
27995,2014.0,ram,excellent,8 cylinders,gas,158307.0,automatic,4wd,SUV,9.0,premium
8500,2007.0,chevrolet,excellent,8 cylinders,gas,214000.0,automatic,4wd,SUV,16.0,budget
17991,2018.0,ford,excellent,,gas,1.0,automatic,4wd,SUV,5.0,mid
35991,2014.0,toyota,excellent,,gas,1.0,automatic,4wd,pickup,9.0,premium
13850,2015.0,other,excellent,,gas,1.0,automatic,4wd,SUV,8.0,mid
49991,2012.0,ram,excellent,,gas,1.0,automatic,4wd,pickup,11.0,premium
23991,2012.0,ram,excellent,,gas,1.0,automatic,4wd,pickup,11.0,premium
28611,2013.0,ram,excellent,,gas,1.0,automatic,4wd,pickup,10.0,premium
45991,2015.0,gmc,excellent,,diesel,1.0,automatic,4wd,pickup,8.0,premium
48888,2019.0,chevrolet,,,gas,7951.0,automatic,4wd,truck,4.0,premium
22995,2017.0,other,excellent,6 cylinders,gas,108524.0,automatic,fwd,mini-van,6.0,mid
48991,2012.0,ford,excellent,,diesel,1.0,automatic,4wd,pickup,11.0,premium
36652,2017.0,chevrolet,excellent,,gas,1.0,automatic,4wd,pickup,6.0,premium
25991,2016.0,other,excellent,,gas,1.0,automatic,4wd,SUV,7.0,premium
11900,2011.0,toyota,excellent,,hybrid,65800.0,automatic,fwd,hatchback,12.0,mid
24995,2018.0,honda,excellent,4 cylinders,gas,13781.0,manual,fwd,coupe,5.0,premium
31995,2015.0,gmc,excellent,8 cylinders,gas,120394.0,automatic,4wd,truck,8.0,premium
19995,2010.0,jeep,excellent,8 cylinders,gas,112084.0,automatic,4wd,SUV,13.0,mid
1500,1994.0,ford,fair,6 cylinders,gas,233659.0,manual,rwd,pickup,29.0,budget
29500,2016.0,other,like new,6 cylinders,gas,43850.0,automatic,4wd,sedan,7.0,premium
1750,2014.0,toyota,good,4 cylinders,gas,244300.0,automatic,fwd,sedan,9.0,budget
72999,2017.0,gmc,,,diesel,22229.0,automatic,4wd,truck,6.0,premium
34991,2013.0,ram,,,diesel,160336.0,automatic,4wd,pickup,10.0,premium
45999,2018.0,other,,6 cylinders,gas,25159.0,automatic,4wd,SUV,5.0,premium
61929,2019.0,ram,,,diesel,24346.0,automatic,4wd,truck,4.0,premium
14495,2016.0,ford,,4 cylinders,gas,64574.0,automatic,4wd,sedan,7.0,mid
17991,2015.0,toyota,,,gas,79767.0,automatic,fwd,sedan,8.0,mid
28495,2015.0,bmw,,6 cylinders,gas,30660.0,automatic,4wd,sedan,8.0,premium
7995,2007.0,honda,,6 cylinders,gas,135000.0,automatic,4wd,SUV,16.0,budget
12499,2013.0,nissan,,6 cylinders,gas,68390.0,automatic,fwd,sedan,10.0,mid
44999,2019.0,ford,,,gas,24363.0,automatic,4wd,truck,4.0,premium
14995,2013.0,other,,4 cylinders,gas,58275.0,automatic,4wd,sedan,10.0,mid
15000,2003.0,ram,excellent,8 cylinders,gas,89400.0,automatic,rwd,pickup,20.0,mid
25779,2013.0,ford,,6 cylinders,gas,115247.0,automatic,4wd,pickup,10.0,premium
35000,2008.0,ram,excellent,6 cylinders,diesel,90157.0,automatic,4wd,truck,15.0,premium
10000,2011.0,ford,good,8 cylinders,gas,136000.0,automatic,rwd,sedan,12.0,budget
24991,2018.0,honda,,,gas,29152.0,automatic,fwd,sedan,5.0,premium
23999,2013.0,ford,,6 cylinders,gas,131709.0,automatic,4wd,pickup,10.0,premium
5995,2007.0,other,,4 cylinders,gas,123387.0,manual,fwd,sedan,16.0,budget
38995,2015.0,chevrolet,like new,8 cylinders,diesel,172833.0,automatic,4wd,truck,8.0,premium
68999,2019.0,ford,,,diesel,58682.0,automatic,4wd,truck,4.0,premium
3000,2007.0,ford,good,6 cylinders,gas,115000.0,automatic,fwd,sedan,16.0,budget
1800,1998.0,other,good,6 cylinders,gas,196000.0,automatic,fwd,sedan,25.0,budget
9675,2009.0,other,good,6 cylinders,gas,96293.0,automatic,4wd,wagon,14.0,budget
12650,2005.0,gmc,like new,8 cylinders,gas,93728.0,automatic,rwd,truck,18.0,mid
8495,2013.0,nissan,,,gas,120525.0,automatic,fwd,sedan,10.0,budget
10100,2013.0,ford,excellent,6 cylinders,gas,148537.0,automatic,4wd,SUV,10.0,budget
12950,2004.0,ford,like new,8 cylinders,diesel,157645.0,automatic,4wd,truck,19.0,mid
6450,2009.0,ford,excellent,6 cylinders,gas,249000.0,automatic,4wd,truck,14.0,budget
32999,2014.0,toyota,,,gas,81698.0,automatic,4wd,truck,9.0,premium
33991,2017.0,ford,,,gas,85969.0,automatic,4wd,pickup,6.0,premium
7950,2014.0,toyota,excellent,4 cylinders,hybrid,70000.0,automatic,fwd,hatchback,9.0,budget
11999,2015.0,ford,like new,4 cylinders,gas,119185.0,automatic,4wd,SUV,8.0,mid
37499,2020.0,other,,4 cylinders,gas,6006.0,automatic,4wd,SUV,3.0,premium
16999,2019.0,volkswagen,,4 cylinders,gas,20021.0,automatic,fwd,sedan,4.0,mid
17495,2017.0,other,,4 cylinders,gas,66790.0,manual,4wd,sedan,6.0,mid
29000,2014.0,dodge,,8 cylinders,gas,68612.0,automatic,4wd,SUV,9.0,premium
32995,2014.0,ford,,8 cylinders,diesel,174281.0,automatic,4wd,truck,9.0,premium
69995,2018.0,ford,,8 cylinders,diesel,54965.0,automatic,4wd,truck,5.0,premium
15882,2018.0,other,,4 cylinders,gas,52953.0,automatic,fwd,wagon,5.0,mid
49720,2018.0,chevrolet,,8 cylinders,gas,17847.0,automatic,4wd,truck,5.0,premium
7999,2015.0,chevrolet,like new,4 cylinders,gas,72543.0,automatic,fwd,sedan,8.0,budget
2500,2006.0,toyota,fair,6 cylinders,gas,206826.0,automatic,fwd,mini-van,17.0,budget
16995,2012.0,other,,6 cylinders,gas,53739.0,automatic,4wd,coupe,11.0,mid
6599,2011.0,other,excellent,4 cylinders,gas,107000.0,automatic,fwd,sedan,12.0,budget
7950,2010.0,toyota,good,4 cylinders,gas,93000.0,automatic,fwd,sedan,13.0,budget
10995,2011.0,bmw,like new,6 cylinders,gas,109806.0,automatic,4wd,sedan,12.0,mid
50999,2020.0,chevrolet,,,gas,15267.0,automatic,4wd,truck,3.0,premium
10295,2000.0,ram,good,8 cylinders,gas,121360.0,automatic,4wd,truck,23.0,budget
11999,2012.0,other,like new,4 cylinders,gas,96985.0,automatic,4wd,sedan,11.0,mid
6825,2004.0,other,excellent,6 cylinders,gas,167471.0,automatic,fwd,SUV,19.0,budget
24588,2013.0,other,good,6 cylinders,gas,74386.0,automatic,4wd,SUV,10.0,premium
12588,2004.0,gmc,good,8 cylinders,gas,103625.0,automatic,4wd,SUV,19.0,mid
8500,2006.0,ford,good,8 cylinders,gas,202000.0,automatic,4wd,pickup,17.0,budget
4500,2005.0,toyota,good,4 cylinders,gas,213631.0,manual,fwd,sedan,18.0,budget
12995,2012.0,other,,4 cylinders,gas,125374.0,automatic,4wd,SUV,11.0,mid
25995,2016.0,ford,like new,8 cylinders,gas,133519.0,automatic,4wd,truck,7.0,premium
34995,2018.0,other,like new,6 cylinders,gas,89179.0,automatic,4wd,SUV,5.0,premium
13950,2011.0,ford,,8 cylinders,other,204292.0,automatic,4wd,pickup,12.0,mid
29999,2020.0,hyundai,,,gas,21673.0,automatic,4wd,SUV,3.0,premium
35499,2019.0,other,,4 cylinders,gas,14822.0,automatic,4wd,SUV,4.0,premium
